url,title,price_online,price_original,hospital,address,work_time,area
"https://www.soyoung.com/cp10774671?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A10774671,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%224kpbt0g_BakptDmAO5QmLOpQHZkPXxcfqHl-NsQTGMVpH9xtk7pw0TZf8H1HITSY%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A513545,%22request_key%22%3A%2233_10774671_bd2cb1840bf083207be8dbb724b75683%22%7D",半岛大超炮 面部/颈部 2选1 深层抗衰 限购1次,10671,12800,深圳富华医疗美容医院,地址：深圳市罗湖区南湖街道新南社区东门南路2006号宝丰大厦1层1号，附楼101-105，2层，3层301，4层,营业时间：09:00-20:00,单部位
"https://www.soyoung.com/cp11530642?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11530642,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A120,%22ac_type%22%3A110,%22deduct_token%22%3A%22Vui2aUFWCgCnfIyDUF48rAlQ0EGmaqaDX4vyyjthAPPzWdO22s9BlgMl1Wk-g0aE%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A504529,%22request_key%22%3A%2233_11530642_bd2cb1840bf083207be8dbb724b75683%22%7D",【超声治疗|半岛大超炮|中下面部】正品保障可验真|面部紧致提升,9576,10900,上海首尔丽格医疗美容医院,地址：上海市杨浦区秦皇岛路32号B栋2层、3层,营业时间：09:30-19:00,中下面部
"https://www.soyoung.com/cp1235804?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A1235804,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A120,%22ac_type%22%3A110,%22deduct_token%22%3A%22UTQ5FwM3JSMRgzBnybdGb7Ca5bOqdABzfQUZKAYT30YJA3BzKD7gi_NWjJ00c0QR%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A508325,%22request_key%22%3A%2233_1235804_bd2cb1840bf083207be8dbb724b75683%22%7D",半岛大超炮两刀三炮全模式全面部械三合规正品可验,8799,9799,西安壹加壹医疗美容医院（西北旗舰店）,地址：陕西省西安市碑林区东大街399号,营业时间：08:00-20:00,面部
"https://www.soyoung.com/cp1121685?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A1121685,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22F8JlvdReJxVPEyBdfn-2bQxf4aZovPenKwJ1T80xtFNFyyB0uWqHJYBldxPeKcIs%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A511379,%22request_key%22%3A%2233_1121685_bd2cb1840bf083207be8dbb724b75683%22%7D",【半岛大超声炮私信立减1000】面部抗衰紧致提升法令纹面部松弛 面部轮廓提升,8800,9800,长沙亚韩医学美容医院,地址：湖南省长沙市雨花区韶山北路256号,营业时间：09:00-19:00,面部
"https://www.soyoung.com/cp11567646?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11567646,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22apKdkmT004SNt0jMINA6JDBtq6dgaYE9noZp0nRaB-sJoT3M58QYX5As71FHXFOy%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A511313,%22request_key%22%3A%2233_11567646_bd2cb1840bf083207be8dbb724b75683%22%7D",🏆新品首发丨半岛大超炮 械三仪器丨黄金超声炮升级版深层聚焦 正品可验,7773,8800,长沙叶甄美医疗美容,地址：湖南省长沙市芙蓉区定王台街道蔡锷中路48号永华大厦301,营业时间：09:00-24:00,面部
"https://www.soyoung.com/cp11510217?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11510217,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22RCS4PJ1p5KjtnhyTl9f895BMBnAQEI3_1l0HUftLUuBmvRRov724wot9vPYVko5E%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A506191,%22request_key%22%3A%2233_11510217_bd2cb1840bf083207be8dbb724b75683%22%7D",【半岛大超炮|私信咨询】深层紧致首选|淡化细纹|紧致轮廓|提拉线条,17919,19800,深圳婳美医疗美容医院,地址：广东省深圳市罗湖区翠竹街道水贝社区文锦北路1118号鹏大厦1层(101)、2-3层,营业时间：09:00-21:00,私信咨询
"https://www.soyoung.com/cp11567545?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11567545,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22vmbHHzhlyF62tBAPMXBAQeQp5juy7HzAWg46fP7rW1DUeOqYJWwJP1vjqzSvFkvZ%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A511483,%22request_key%22%3A%2233_11567545_bd2cb1840bf083207be8dbb724b75683%22%7D",【超声治疗】半岛大超炮全面部全模式私信预约送玻玻水光,8837,10250,沈阳百嘉丽医疗美容医院,地址：辽宁省沈阳市和平区南五马路45号（金都饭店对面）,营业时间：08:30-17:30,面部
"https://www.soyoung.com/cp11512584?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11512584,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22A9qfpdEf_PE07AKLDc6KzCdIoAc1JaCkE786ZQmvTb5YpCNzLhaeC8UKQUHSAVqv%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A513290,%22request_key%22%3A%2233_11512584_bd2cb1840bf083207be8dbb724b75683%22%7D",【超声治疗|半岛大超炮|面部（含下颌缘）】半岛大超炮面部+下颌缘+双下巴,11578,18800,奥拉克医美（中国杭州旗舰总院）,地址：浙江省杭州市西湖区文二西路770号1号楼101、201、202、203、301室,营业时间：10:00-20:30,面部（含下颌缘）
"https://www.soyoung.com/cp11525865?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11525865,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22ZIFb2M90EmRWSGUDW--qUSSacwEZ-mWUtxggIKGJhRq4lBdUiO6fwMzL0OF2N7mO%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A507120,%22request_key%22%3A%2233_11525865_bd2cb1840bf083207be8dbb724b75683%22%7D",【新品首批体验价】「半岛大超炮︱面部」超声炮最新版︱能量翻倍︱AI可视化能量把控,8785,10800,成都米兰柏羽医学美容医院（高新院）,地址：四川省成都市高新区天府大道北段999号2栋1楼11-14号、2楼2号、3楼2号、4楼1-3号,营业时间：09:00-20:00,面部
"https://www.soyoung.com/cp11512579?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11512579,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%22LnxtXZeWDTCJBDi9qVeJaF7VOl-rrfAqC99GlfSTYcE6iyOwZx5rYexkX78pLUIP%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A513290,%22request_key%22%3A%2233_11512579_bd2cb1840bf083207be8dbb724b75683%22%7D",【超声治疗|半岛大超炮|面部】私信享优惠价 半岛超声炮大超炮面部,8800,13800,奥拉克医美（中国杭州旗舰总院）,地址：浙江省杭州市西湖区文二西路770号1号楼101、201、202、203、301室,营业时间：10:00-20:30,面部
"https://www.soyoung.com/cp11535843?utm_url=https%3A%2F%2Fwww.soyoung.com%2Fsearch%2Fproduct%3Fkeyword%3D%25E5%258D%258A%25E5%25B2%259B%25E5%25A4%25A7%25E8%25B6%2585%25E7%2582%25AE&browser_id=27ba5575-9144-47cd-9122-6efdae9f6519&ext=%7B%22itemType%22%3A33,%22item_id%22%3A11535843,%22item_type%22%3A33,%22query_str%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22from_position%22%3A501,%22sub_strategy_id%22%3A115,%22ac_type%22%3A100,%22deduct_token%22%3A%226fG5rMjTdTNTQQkC0NvtDV1X-jUiX_JTl0hCVC0beFkDSHmqxHvTTs0Ei_S6-qON%22,%22product_keyword%22%3A%22%5Cu534a%5Cu5c9b%5Cu5927%5Cu8d85%5Cu70ae%22,%22menu3_id%22%3A265,%22product_sort%22%3A0,%22source_id%22%3A5,%22zt_cplanid%22%3A513541,%22request_key%22%3A%2233_11535843_bd2cb1840bf083207be8dbb724b75683%22%7D",【新品首发】半岛大超炮 面部 全新超声影像/紧致提升/支持查验,8879,9800,美基元整形美容医院,地址：湖北省武汉市江岸区解放大道1340-3号，1340-10号,营业时间：09:00-19:00,面部
